,keyword,num_beams,length_penalty,repetition_penalty,min_length,temperature,duration,output_text
47,candle,16,5,40,50,1.0,30.09430480003357,"There was a candle in the corner of my eye, and I could see that it had been flickering for some time.’ ‘I haven’t got anything to do with you.” And then she went back into her own room."
48,candle,24,5,10,50,1.0,40.07465982437134,"He had a candle in his hand, and as soon as the sun went down it was too dark for him to see or hear anything; so I told him not to look at any more of my possessions.’ ‘What do you want me to do?’ she asked."
49,candle,24,5,20,50,1.0,34.952476501464844,"He had a candle in his hand, and as soon as the sun went down it was too dark for him to see or hear anything; so I told him not to look at any more light than that which came out of my lamp-stand."
50,candle,24,5,40,50,1.0,40.061999559402466,"He had a candle in his hand, and as soon as the sun went down it was too dark for him to see or hear anything; so I told him not to look at any more light than that which fell upon me.’ ‘God bless you!’ she shouted"
51,candle,32,5,10,50,1.0,46.6552791595459,"He had a candle in his hand, and as soon as the light went out it was too late for him to be awakened by any more noises than those which were already going on around him.’ ‘Are you ready?’ asked Mrs. Smith."
52,candle,32,5,20,50,1.0,40.36668610572815,"He had a candle in his hand, and as soon as the sun went down it was too dark for him to see or hear anything; so I told him not to look at any more light than that which could be obtained from an open window."
53,candle,32,5,40,50,1.0,40.15051054954529,"He had a candle in his hand, and as soon as the sun went down it was too dark for him to see or hear anything; so I told him not to look at any more light than that which came out of my lamp-stand."
54,capture,2,5,10,50,1.0,8.710904598236084,"The capture of the king was not an easy thing. I had to go back and find out what it was that they were looking for, but I found nothing there at all.’ ‘I have no idea!’ said Sir John."
55,capture,2,5,20,50,1.0,9.360743761062622,"The capture of the king was not an easy thing. I had no idea what to do with him, and it would be very difficult for me to tell you anything about his character.’ ‘I have been in love all my life!’ she said."
56,capture,2,5,40,50,1.0,10.298933982849121,"The capture of the king was not an easy thing. I had no idea what to do with him, and it would have been very difficult for any one else but myself in that situation.’ ‘I am afraid you are right; we must be careful!’ said Sir Thomas."
57,capture,4,5,10,50,1.0,16.086637258529663,"It was a trap to capture him, but it did not last long in the arms of any one. Then I saw what had become of his life.’ ‘It is better that you should die than be taken away from your family."
58,capture,4,5,20,50,1.0,18.40152645111084,"It was a trap to capture him, but it did not last long in the arms of any one. Then I saw what had become of his life and how much worse things could have been for him.’ ‘I am afraid you are right!’ shouted Captain Cook."
59,capture,4,5,40,50,1.0,18.005497217178345,"It was a trap to capture him, but it did not last long in the arms of any one. Then I saw what had become of his life and how much more important that mattered for me then than anything else.’ ‘I am afraid you are right!"
60,capture,8,5,10,50,1.0,23.224080085754395,"It was a trap, and the capture of it would have been fatal to his life or that of any one who might be involved in its execution.’ ‘Always keep your mouth shut!’ shouted Mr. Covell."
61,capture,8,5,20,50,1.0,24.46260404586792,"It was a trap, and the capture of it would have been fatal to his life or that of any one who might be involved in its execution.’ ‘Always keep your mouth shut!’ shouted Mr. Covell."
62,capture,8,5,40,50,1.0,22.945820569992065,"It was a trap, and the capture of it would have been fatal to his life or that of any one who might be involved in its execution.’ ‘Always keep your mouth shut!’ shouted Mr. Coghlan."
63,capture,16,5,10,50,1.0,32.44847774505615,"The capture of a large number of them would have been disastrous for the country as a whole, but it could not be denied that they had played an important part in their nation’s rise to power and prosperity. I am sure you will agree with me here."
64,capture,16,5,20,50,1.0,31.247891902923584,"It was the first capture of a German army in Europe, and it proved to be one of the most decisive battles ever waged by an armoured regiment against British troops at Gallipoli during the Napoleonic Wars (1812-1815)."
65,capture,16,5,40,50,1.0,31.887449264526367,"It was the first capture of a British officer in this country, and it proved to be one of the most successful operations ever undertaken by an American army under General Sir John Stuart Mill (later Lord Lyons) as commander-in-chief for England."
66,capture,24,5,10,50,1.0,36.016265630722046,"His capture would have been a great loss, but it was not the end of the world for him to give up his life in order to save them from their captor’s clutches. I am sure you know how that is done."
67,capture,24,5,20,50,1.0,37.91276788711548,"His capture would have been a great loss to him, and his life was in danger of being taken away by any one who might dare take advantage of the opportunity.’ ‘I don’t know how you do it!’ I shouted."
68,capture,24,5,40,50,1.0,37.97235059738159,"His capture would have been a great loss to him, and his life was in danger of being taken away by the enemy’s armies on account of this fact alone. [2] There is no such thing as an American soldier who has never seen England before."
69,capture,32,5,10,50,1.0,40.93829798698425,"At the time of his capture, however, he was held in captivity and sentenced to three years’ hard labor on account of an unpaid debt which had accrued to him over twenty-five thousand pesos ($20,000)."
70,capture,32,5,20,50,1.0,39.42237710952759,"At the time of his capture, however, he was held in captivity and sentenced to five years’ hard labor by an army which had not yet reached its full strength; but that is no excuse for keeping him there any longer."
71,capture,32,5,40,50,1.0,41.078460454940796,"At the time of his capture, however, he was held in captivity and sentenced to three years’ hard labor by an army which had not yet arrived at its final resting-place; but that did not prevent him from being executed."
72,tongue,2,5,10,50,1.0,11.013257265090942,"The tongue was a little rough, but it held its shape well enough to be heard by all who saw it.’ ‘It is not my fault that you have done this; I am sorry for your loss.‘ ‘Always keep the mouth shut!’ said Mrs."
73,tongue,2,5,20,50,1.0,9.40851902961731,"The tongue was a little rough, but it held its shape well enough to be heard by all who saw it.’ ‘It is not my fault that you have done this; I am sorry for your loss of life!’ said the old man."
74,tongue,2,5,40,50,1.0,10.257899522781372,"The tongue was a little rough, but it held its shape well enough to be heard by all who saw it. I had not seen him in many years; and yet my eyes were filled with wonder at his appearance.’ ‘I am glad you are here!’ said the old man"
75,tongue,4,5,10,50,1.0,17.479271411895752,"It was a tongue-twisting sound, as though it had been struck by an earthquake or some kind of natural disaster; and the whole thing seemed to shake with fear. Then I heard something like this: ""I have seen you in your sleep."""
76,tongue,4,5,20,50,1.0,17.595329523086548,"It was a tongue-twisting sound, as though it had been struck by an earthquake or some kind of natural disaster; and the whole thing seemed to shake with fear. Then I heard something like this: ""I have seen you in your sleep."""
77,tongue,4,5,40,50,1.0,17.42755961418152,"It was a tongue-twisting sound, as though it had been struck by an earthquake or some kind of natural disaster; and the whole thing seemed to shake with fear. Then I heard something like this: ""I have seen you in your sleep."""
78,tongue,8,5,10,50,1.0,24.03991675376892,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but there was nothing to make me do anything about it except look at it with an open mouth! said the old man: “You are right."
79,tongue,8,5,20,50,1.0,24.111296892166138,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but that wasn’t enough to make me feel any better about the whole thing! ‘Are you sure?’ demanded one of them."
80,tongue,8,5,40,50,1.0,24.05620050430298,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but that wasn’t enough to make me feel any better about the whole thing! ‘Are you sure?’ demanded one of them."
81,tongue,16,5,10,50,1.0,30.95258140563965,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but there was nothing to make me do anything about it—not even the slightest bit of talking! (Phoenix)."
82,tongue,16,5,20,50,1.0,34.27253007888794,"It was a tongue-twisting sound, and I could hear it in my mind’s ears for the rest of the day; but that wasn’t enough to keep me awake at night! ‘Are you sure?’ shouted Sir John."
83,tongue,16,5,40,50,1.0,29.93391704559326,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but that wasn’t enough to make me feel sorry for the poor fellow who had suffered so much during his stay at our house."
84,tongue,24,5,10,50,1.0,37.756550788879395,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but there was nothing to make me do anything about it—not even the slightest bit of talking! ‘Are you sure?’ she asked."
85,tongue,24,5,20,50,1.0,38.73065543174744,"It was a tongue-twisting sound, and I could hear it in my mind’s ears at the same time as that of an old man who had passed through this country many years ago. ‘Are you going to kill me?’ she asked."
86,tongue,24,5,40,50,1.0,40.24697256088257,"It was a tongue-twisting sound, and I could hear it in my mind’s eye every word that came out of her mouth as she turned to look at me from across the room. ‘What do you want?’ asked Agamemnon again."
87,tongue,32,5,10,50,1.0,43.7464485168457,"It was a tongue-in-cheek thing to say, but I don’t think any one would have believed me were it not for the fact that they had never met each other in this way before.” (Phoenix 1:17)."
88,tongue,32,5,20,50,1.0,41.23106670379639,"It was a tongue-in-cheek thing to say, but I don’t think any one would have believed me were it not for the fact that my father and mother had died of old age together in their own bedchambers."
89,tongue,32,5,40,50,1.0,40.40385055541992,"It was a tongue-twisting sound, and I could hear it in my mind’s ears; but the noise had to be muffled or drowned out by some kind of loud music which must have come from somewhere."
